# 1: index
# 2: qj index
# 3: pps U, V
# 4: pps I, A
# 5: lomo index
# 6: lomo adc, a.u. [0-1]
0	0	0.000000e+00	2.000000e-03	11	1.126028e-01
1	1	1.000000e-01	2.000000e-03	23	1.106861e-01
2	2	2.000000e-01	2.000000e-03	35	1.139627e-01
3	3	3.000000e-01	3.000000e-03	47	1.134087e-01
4	4	4.000000e-01	3.000000e-03	59	1.126316e-01
5	5	5.000000e-01	3.000000e-03	71	1.136419e-01
6	6	6.000000e-01	3.000000e-03	83	1.122521e-01
7	7	7.000000e-01	3.000000e-03	95	1.157145e-01
8	8	8.000000e-01	3.000000e-03	107	1.169369e-01
9	9	9.000000e-01	3.000000e-03	119	1.168614e-01
10	10	1.000000e+00	3.000000e-03	131	1.139336e-01
11	11	1.100000e+00	3.000000e-03	143	1.184816e-01
12	12	1.200000e+00	4.000000e-03	155	1.187414e-01
13	13	1.300000e+00	4.000000e-03	166	1.219649e-01
14	14	1.400000e+00	4.000000e-03	179	1.237936e-01
15	15	1.500000e+00	4.000000e-03	190	1.216577e-01
16	16	1.600000e+00	4.000000e-03	202	1.247196e-01
17	17	1.700000e+00	4.000000e-03	214	1.226999e-01
18	18	1.800000e+00	4.000000e-03	226	1.318174e-01
19	19	1.900000e+00	5.000000e-03	238	1.302745e-01
20	20	2.000000e+00	5.000000e-03	250	1.370067e-01
21	21	2.100000e+00	5.000000e-03	262	1.378737e-01
22	22	2.200000e+00	5.000000e-03	274	1.433838e-01
23	23	2.300000e+00	5.000000e-03	286	1.426011e-01
24	24	2.400000e+00	6.000000e-03	298	1.503484e-01
25	25	2.500000e+00	6.000000e-03	310	1.482580e-01
26	26	2.600000e+00	6.000000e-03	322	1.570732e-01
27	27	2.700000e+00	6.000000e-03	334	1.598483e-01
28	28	2.800000e+00	7.000000e-03	346	1.627319e-01
29	29	2.900000e+00	7.000000e-03	358	1.666602e-01
30	30	3.000000e+00	7.000000e-03	370	1.704773e-01
31	31	3.100000e+00	7.000000e-03	382	1.716657e-01
32	32	3.200000e+00	8.000000e-03	394	1.762857e-01
33	33	3.300000e+00	8.000000e-03	406	1.813368e-01
34	34	3.400000e+00	8.000000e-03	418	1.826259e-01
35	35	3.500000e+00	8.000000e-03	430	1.912510e-01
36	36	3.600000e+00	8.000000e-03	442	1.959411e-01
