# 1: index
# 2: qj index
# 3: pps U, V
# 4: pps I, A
# 5: lomo index
# 6: lomo adc, a.u. [0-1]
0	0	0.000000e+00	2.000000e-03	5	1.037536e-01
1	1	1.000000e-01	2.000000e-03	10	1.004668e-01
2	2	2.000000e-01	2.000000e-03	16	1.083628e-01
3	3	3.000000e-01	3.000000e-03	22	1.078214e-01
4	4	4.000000e-01	3.000000e-03	28	1.054479e-01
5	5	5.000000e-01	3.000000e-03	34	1.070221e-01
6	6	6.000000e-01	3.000000e-03	39	1.064186e-01
7	7	7.000000e-01	3.000000e-03	45	1.078885e-01
8	8	8.000000e-01	3.000000e-03	51	1.092155e-01
9	9	9.000000e-01	3.000000e-03	56	1.100145e-01
10	10	1.000000e+00	3.000000e-03	62	1.109328e-01
11	11	1.100000e+00	3.000000e-03	68	1.122051e-01
12	12	1.200000e+00	4.000000e-03	74	1.140244e-01
13	13	1.300000e+00	3.000000e-03	80	1.155733e-01
14	14	1.400000e+00	4.000000e-03	85	1.164318e-01
15	15	1.500000e+00	4.000000e-03	91	1.183450e-01
16	16	1.600000e+00	4.000000e-03	97	1.216258e-01
17	17	1.700000e+00	4.000000e-03	102	1.239584e-01
18	18	1.800000e+00	4.000000e-03	109	1.277313e-01
19	19	1.900000e+00	4.000000e-03	114	1.296921e-01
20	20	2.000000e+00	5.000000e-03	120	1.342418e-01
21	21	2.100000e+00	5.000000e-03	126	1.363780e-01
22	22	2.200000e+00	5.000000e-03	131	1.396749e-01
23	23	2.300000e+00	5.000000e-03	137	1.435352e-01
24	24	2.400000e+00	6.000000e-03	143	1.461641e-01
25	25	2.500000e+00	6.000000e-03	149	1.504692e-01
26	26	2.600000e+00	6.000000e-03	155	1.538557e-01
27	27	2.700000e+00	6.000000e-03	160	1.575771e-01
28	28	2.800000e+00	6.000000e-03	166	1.612809e-01
29	29	2.900000e+00	7.000000e-03	172	1.651030e-01
30	30	3.000000e+00	7.000000e-03	177	1.693651e-01
31	31	3.100000e+00	7.000000e-03	183	1.734421e-01
32	32	3.200000e+00	7.000000e-03	189	1.770839e-01
33	33	3.300000e+00	8.000000e-03	195	1.829849e-01
34	34	3.400000e+00	8.000000e-03	201	1.876298e-01
35	35	3.500000e+00	8.000000e-03	206	1.920782e-01
36	36	3.600000e+00	8.000000e-03	212	1.967086e-01
37	37	3.700000e+00	8.000000e-03	218	2.012740e-01
38	38	3.800000e+00	8.000000e-03	223	2.068134e-01
39	39	3.900000e+00	9.000000e-03	230	2.131761e-01
40	40	4.000000e+00	8.000000e-03	235	2.188108e-01
41	41	4.100000e+00	9.000000e-03	241	2.230893e-01
42	42	4.200000e+00	9.000000e-03	247	2.310805e-01
43	43	4.300000e+00	9.000000e-03	252	2.356504e-01
44	44	4.400000e+00	9.000000e-03	258	2.442698e-01
45	45	4.500000e+00	9.000000e-03	264	2.507285e-01
46	46	4.600000e+00	9.000000e-03	270	2.584938e-01
47	47	4.700000e+00	9.000000e-03	276	2.667872e-01
48	48	4.800000e+00	9.000000e-03	281	2.741223e-01
49	49	4.900000e+00	9.000000e-03	287	2.813139e-01
50	50	5.000000e+00	9.000000e-03	293	2.897219e-01
51	51	5.100000e+00	9.000000e-03	298	2.979000e-01
52	52	5.200000e+00	9.000000e-03	304	3.053644e-01
53	53	5.300000e+00	9.000000e-03	310	3.158533e-01
54	54	5.400000e+00	9.000000e-03	316	3.240686e-01
55	55	5.500000e+00	1.000000e-02	322	3.315711e-01
56	56	5.600000e+00	1.000000e-02	327	3.422696e-01
57	57	5.700000e+00	1.000000e-02	333	3.502769e-01
58	58	5.800000e+00	1.000000e-02	339	3.600167e-01
59	59	5.900000e+00	1.000000e-02	344	3.673583e-01
60	60	6.000000e+00	1.000000e-02	351	3.781939e-01
61	61	6.100000e+00	1.000000e-02	356	3.862547e-01
62	62	6.200000e+00	1.000000e-02	362	3.952431e-01
63	63	6.300000e+00	1.000000e-02	368	4.009064e-01
64	64	6.400000e+00	1.000000e-02	373	4.095279e-01
65	65	6.500000e+00	1.000000e-02	379	4.190895e-01
66	66	6.600000e+00	1.000000e-02	385	4.278394e-01
67	67	6.700000e+00	1.000000e-02	391	4.376714e-01
68	68	6.800000e+00	1.000000e-02	397	4.469944e-01
69	69	6.900000e+00	1.000000e-02	402	4.520355e-01
70	70	7.000000e+00	1.000000e-02	408	4.630564e-01
71	71	7.100000e+00	1.000000e-02	414	4.687115e-01
72	72	7.200000e+00	1.000000e-02	419	4.748438e-01
73	73	7.300000e+00	1.000000e-02	425	4.827582e-01
74	74	7.400000e+00	1.000000e-02	431	4.911425e-01
75	75	7.500000e+00	1.000000e-02	436	4.989016e-01
76	76	7.600000e+00	1.000000e-02	442	5.057975e-01
77	77	7.700000e+00	1.000000e-02	447	5.146038e-01
78	78	7.800000e+00	1.000000e-02	452	5.227108e-01
79	79	7.900000e+00	1.000000e-02	457	5.323894e-01
80	80	8.000000e+00	1.000000e-02	463	5.379887e-01
81	81	8.100000e+00	1.000000e-02	468	5.438416e-01
82	82	8.200000e+00	1.000000e-02	474	5.535808e-01
83	83	8.300000e+00	1.000000e-02	479	5.617459e-01
84	84	8.400000e+00	1.000000e-02	484	5.669987e-01
85	85	8.500000e+00	1.000000e-02	489	5.761018e-01
86	86	8.600000e+00	1.000000e-02	494	5.876615e-01
87	87	8.700000e+00	1.000000e-02	500	5.938982e-01
88	88	8.800000e+00	1.000000e-02	505	6.042643e-01
89	89	8.900000e+00	1.000000e-02	510	6.108583e-01
90	90	9.000000e+00	1.000000e-02	516	6.171387e-01
91	91	9.100000e+00	1.000000e-02	521	6.228398e-01
92	92	9.200000e+00	1.000000e-02	526	6.286386e-01
