# 1: lomo index
# 2: lomo adc, a.u. [0-1]
0	1.137040e-01
1	1.138500e-01
2	1.142575e-01
3	1.133486e-01
4	1.126612e-01
5	1.127898e-01
6	1.126432e-01
7	1.128816e-01
8	1.125884e-01
9	1.125168e-01
10	1.129685e-01
11	1.126028e-01
12	1.117107e-01
13	1.096351e-01
14	1.088520e-01
15	1.081060e-01
16	1.092477e-01
17	1.090161e-01
18	1.086602e-01
19	1.093996e-01
20	1.094864e-01
21	1.087595e-01
22	1.105391e-01
23	1.106861e-01
24	1.132473e-01
25	1.155016e-01
26	1.150704e-01
27	1.150633e-01
28	1.158013e-01
29	1.157041e-01
30	1.154072e-01
31	1.146226e-01
32	1.149655e-01
33	1.154990e-01
34	1.144977e-01
35	1.139627e-01
36	1.137755e-01
37	1.142704e-01
38	1.149579e-01
39	1.134082e-01
40	1.129153e-01
41	1.133517e-01
42	1.138931e-01
43	1.137941e-01
44	1.141663e-01
45	1.132369e-01
46	1.125441e-01
47	1.134087e-01
48	1.131458e-01
49	1.122452e-01
50	1.117911e-01
51	1.117257e-01
52	1.125945e-01
53	1.133101e-01
54	1.127730e-01
55	1.119229e-01
56	1.121061e-01
57	1.124270e-01
58	1.125372e-01
59	1.126316e-01
60	1.131616e-01
61	1.118730e-01
62	1.139419e-01
63	1.143575e-01
64	1.133231e-01
65	1.124646e-01
66	1.120554e-01
67	1.135973e-01
68	1.143888e-01
69	1.128846e-01
70	1.122468e-01
71	1.136419e-01
72	1.150145e-01
73	1.128157e-01
74	1.135776e-01
75	1.154638e-01
76	1.136044e-01
77	1.129486e-01
78	1.150708e-01
79	1.147463e-01
80	1.120623e-01
81	1.146038e-01
82	1.146979e-01
83	1.122521e-01
84	1.153485e-01
85	1.144362e-01
86	1.127585e-01
87	1.161696e-01
88	1.137102e-01
89	1.138366e-01
90	1.158813e-01
91	1.124036e-01
92	1.161398e-01
93	1.134700e-01
94	1.143702e-01
95	1.157145e-01
96	1.129551e-01
97	1.175056e-01
98	1.145649e-01
99	1.144045e-01
100	1.166419e-01
101	1.135960e-01
102	1.135143e-01
103	1.168704e-01
104	1.155137e-01
105	1.128654e-01
106	1.149310e-01
107	1.169369e-01
108	1.148801e-01
109	1.145680e-01
110	1.181217e-01
