# 1: index
# 2: lomo adc, a.u.
# 3: appa value, V
# 4: appa overload, bool
0	5.438672e-01	4.047300e+00	0
0	5.360199e-01	4.047400e+00	0
0	5.463878e-01	4.047400e+00	0
0	5.379635e-01	4.047500e+00	0
0	5.401218e-01	4.047500e+00	0
0	5.415059e-01	4.047500e+00	0
0	5.411153e-01	4.047500e+00	0
0	5.455974e-01	4.047600e+00	0
0	5.400281e-01	4.047600e+00	0
0	5.473822e-01	4.047600e+00	0
0	5.403234e-01	4.047700e+00	0
0	5.418631e-01	4.047700e+00	0
0	5.755146e-01	4.400000e+00	1
0	6.242963e-01	4.635000e+00	0
0	6.341126e-01	4.626000e+00	0
0	6.231272e-01	4.615000e+00	0
0	6.311676e-01	4.608000e+00	0
0	6.273834e-01	4.604000e+00	0
0	6.332790e-01	4.602000e+00	0
0	6.261856e-01	4.600000e+00	0
0	6.274310e-01	4.600000e+00	0
0	6.300428e-01	4.600000e+00	0
0	6.304264e-01	4.599000e+00	0
0	6.309578e-01	4.599000e+00	0
0	6.328659e-01	4.599000e+00	0
0	6.292713e-01	4.599000e+00	0
0	6.221318e-01	4.598000e+00	0
0	6.819506e-01	5.057000e+00	0
0	7.067255e-01	5.060000e+00	0
0	7.021555e-01	5.064000e+00	0
0	7.135590e-01	5.066000e+00	0
0	6.960162e-01	5.068000e+00	0
0	7.141817e-01	5.068000e+00	0
0	7.023023e-01	5.068000e+00	0
0	7.105982e-01	5.069000e+00	0
0	7.036934e-01	5.069000e+00	0
0	7.051805e-01	5.069000e+00	0
0	7.157442e-01	5.069000e+00	0
0	6.972759e-01	5.069000e+00	0
0	7.101453e-01	5.069000e+00	0
0	7.067699e-01	5.069000e+00	0
0	6.989747e-01	5.069000e+00	0
0	7.134223e-01	5.136000e+00	0
0	7.458722e-01	5.334000e+00	0
0	7.596956e-01	5.342000e+00	0
0	7.556009e-01	5.348000e+00	0
0	7.701914e-01	5.351000e+00	0
0	7.468440e-01	5.353000e+00	0
0	7.698702e-01	5.354000e+00	0
0	7.471343e-01	5.354000e+00	0
0	7.663032e-01	5.355000e+00	0
0	7.484600e-01	5.355000e+00	0
0	7.584196e-01	5.355000e+00	0
0	7.575607e-01	5.356000e+00	0
0	8.221527e-01	5.874000e+00	0
0	8.725431e-01	5.881000e+00	0
0	8.551476e-01	5.887000e+00	0
0	8.766642e-01	5.891000e+00	0
0	8.525185e-01	5.893000e+00	0
0	8.731040e-01	5.894000e+00	0
0	8.595723e-01	5.895000e+00	0
0	8.742029e-01	5.895000e+00	0
0	8.644978e-01	5.895000e+00	0
0	8.641296e-01	5.895000e+00	0
0	8.690644e-01	5.895000e+00	0
0	8.646174e-01	5.895000e+00	0
0	8.629776e-01	5.896000e+00	0
0	8.632207e-01	5.896000e+00	0
0	9.057040e-01	6.107000e+00	0
0	9.093362e-01	6.113000e+00	0
0	9.166311e-01	6.117000e+00	0
0	9.106730e-01	6.120000e+00	0
0	9.137000e-01	6.121000e+00	0
0	9.051337e-01	6.122000e+00	0
0	9.217544e-01	6.123000e+00	0
0	9.037363e-01	6.123000e+00	0
0	9.217663e-01	6.123000e+00	0
0	9.003861e-01	6.123000e+00	0
0	9.182049e-01	6.123000e+00	0
0	9.050218e-01	6.124000e+00	0
0	9.206036e-01	6.124000e+00	0
0	9.086623e-01	6.124000e+00	0
0	9.157319e-01	6.124000e+00	0
0	9.102047e-01	6.124000e+00	0
0	9.166490e-01	6.124000e+00	0
0	9.321238e-01	6.382000e+00	0
0	9.709130e-01	6.406000e+00	0
0	9.735786e-01	6.407000e+00	0
0	9.737241e-01	6.408000e+00	0
0	9.808262e-01	6.409000e+00	0
